,linkPoster,name,role,time,content,content_img,react_list,comment,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
26,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Năm mấy thì mình đăng kí học Nghiệp vụ sư phạm được ạ,No picture,"{'Thích': '10', 'Yêu thích': '2', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Ngọc Tâm', 'content': '.'}]",,,,,
27,No link,Người tham gia ẩn danh,Thành viên,4 ngày,"Tìm bn,1nhom cày dealine cuối kì chum
.học chắc,đôi lúc nản",No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ly Hà', 'content': 'Chỉ cần lên kèo'}, {'name': 'Hữu Kha', 'content': 'Nguyễn Thị Trà My tui nghĩ bạn cần'}, {'name': 'Con Vịt Biết Nhảy', 'content': 'Cho dịt ké dới'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Nguyễn Sĩ Vũ', 'content': '....'}]",,,,,
28,No link,Người tham gia ẩn danh,Thành viên,4 ngày,"Pass đôi giày này mua nhầm, size 40 giá dưới cmt có fix nha",{0: 'https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/469381050_1529385607754356_3475115465830867722_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=B3Z948UekWAQ7kNvgFctFXM&_nc_zt=23&_nc_ht=scontent.fhan14-2.fna&_nc_gid=Abjr0mVG0g4pA8__3v9EiW1&oh=00_AYDBV3UUTRVU0tN54W6N8tJ9rUoGjcFSGAXunrWWMJGJVQ&oe=675EFDE5'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả 100k nhaa'}, {'name': 'Doãn Phước', 'content': 'I'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Doãn Phước bạn muốn mua ạ?'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ...'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ...'}]",,,,,
29,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Mình đang chuẩn bị học IELTS từ con số 0 nên muốn tìm bạn học cùng cho rẻ ạ (có giáo viên rồi). Ai cần thì cmt để mình ib ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Phúc', 'content': 'Mình b oi'}]",,,,,
30,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Anh chị nào khoa tin giúp em với,No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả troiiii oiii sos với ạ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả chỉ cần giỏi word với excel cũng dc ạ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả …'}]",,,,,
31,No link,Người tham gia ẩn danh,Thành viên,4 ngày,"chuyện là đầu năm mình có quen 1 bạn, lúc đầu bạn chưa có xe mình chở bạn đi mua sách,  đi đây đi đó,  đi học thể chất hết học kì 1 mình chưa yêu cầu bạn share tiền xăng cả, bà bạn cũng không có chủ động share tiền xăng với mình luôn, tiền giữ xe thể chất bạn trả giúp mình hình như được 1 lần, mình thấy cũng chảng sao cả tại vì bạn ở quê lên, lúc này là bạn quan tâm mình lắm, đi đâu cũng kè kè chủ động khoát tay mình:)), xong bây giờ bạn mới mua được xe thì thái độ khác 180 luôn, cứ lãng tránh mình kiểu gì, còn cứ ra vẻ=)) thôi thì sống an lành nha, mình tiếc khoảng thời gian đó mình dành thời gian cho bạn quá",No picture,"{'Thích': '14', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '10', 'Wow': 0, 'Buồn': '4', 'Phẫn nộ': 0}","[{'name': 'Hạ Mây', 'content': 'Sống biết điều nha em Alina Alina'}, {'name': 'Trinh Lê', 'content': 'Còn xe là được rồi, bạn thì mình kiếm người khác đi'}, {'name': 'Lê Ngọc Hiếu', 'content': 'lòng người khó đoán thật'}, {'name': 'Dương Thanh Nhã', 'content': 'Phạm Chi nào mình có tiền mua xe bạn chở mình bằng xe mình nha mình hong có bằng'}, {'name': 'Đinh Nguyên Minh', 'content': 'Hoan hỉ đi nèo. Không bạn thì mình cx giữ xe, mình cũng đi đến trường. Lạc quan đê'}, {'name': 'Người tham gia ẩn danh 579', 'content': 'Khi người mù thấy đc ánh sáng, thứ đầu tiên họ vứt bỏ là cây gậy chỉ đường'}]",,,,,
32,No link,Người tham gia ẩn danh,Thành viên,4 ngày,"tụi m ơi, có thấy thế giới này bất công không!? ý là thằng bạn t nó có 2 con bồ, còn t thì không kêu chia cho em không chịu là không, chán k muốn nói luôn á bây",No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '18', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thành Lương', 'content': 'Học ko làm mà đòi có ăn'}, {'name': 'Ngô Minh Chiến', 'content': '=)))'}, {'name': 'Hạ Lan', 'content': '=))'}]",,,,,
33,No link,Người tham gia ẩn danh,Thành viên,4 ngày,"E thất tình rồi hả 
. Thích bạn kia giờ mới tìm được fb thấy bạn đã có ny. Trời ơi luôn buồn ",No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '16', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 983', 'content': 'Chuyện buồn của bạn lại thành chuyện cười của chúng tôi'}, {'name': 'Vạn Lý Du', 'content': 'đây là câu chuyện buồn'}]",,,,,
34,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Kiếm anh ny hoá thân thành áo khoác để giữ ấm qua mùa noel này,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '7', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hà Ly', 'content': 'Đừng để thời tiết đánh lừa chứ gơn :))'}, {'name': 'Duy Hoàng', 'content': 'ib'}, {'name': 'Triin Triin', 'content': 'Nào có anh iu đừng mặc áo nữa nhee'}, {'name': 'Thị Bông', 'content': 'Triin Triin mặc áo phao'}]",,,,,
35,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Nam lam bds co ban nử nao kb đi ăn uống vui ko ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
36,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Thi cuối kì là đề chung toàn khoa hay là đề riêng vậy ạ???,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 687', 'content': 'Tùy môn, tùy Thầy nữa. Phần lớn sẽ đề chung nhưng vẫn có 1 vài gv thik làm đề riêng or vấn đáp.'}]",,,,,
37,No link,Người tham gia ẩn danh,Thành viên,4 ngày,Cho em hỏi đánh giá học phần là thầy cô bộ môn đó có biết mình đánh giá không ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
38,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"noel nên tặng gì cho ny ạ, tư vấn với ạ",No picture,"{'Thích': '6', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 967', 'content': 'đồ handmade ( không có hoa tay thì đặt sẵn về viết thiệp thoii), sweater, áo khoác, gấu bông, son, kẹp tóc, ví, túi xách vân vân mây mây'}]",,,,,
39,No link,Người tham gia ẩn danh,Thành viên,5 ngày,Nhiều khi ảo tưởng mình là gà nhưng lại là thóc. Biết đâu bản thân mình là món khai vị của ngta mà nghĩ ngta là món chính của mình :)),No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
40,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"Bạn nào mún xem tarot free hăm ạaaa, cmt mình tự ib nhaaaa",No picture,"{'Thích': '14', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': '1', 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hà Ly', 'content': 'Bảoo Ngọc c ib e nhá'}, {'name': 'Người tham gia ẩn danh', 'content': 'Người tham gia ẩn danh Tác giả Hà Ly check ib bồ ơi'}, {'name': 'Thi Lê', 'content': 'Tui nì'}, {'name': 'Phạm Chi', 'content': 'Chấm chấm'}, {'name': 'Trung Tuan', 'content': 'quan tâm'}, {'name': 'Nam Blu', 'content': 'Coá'}, {'name': 'Ngọc Tuyền', 'content': 'Thuỳ An coii 2 đứa có bị thế lực nào hãm hại kh mà hết tiền quài'}, {'name': 'Hải Long', 'content': '.'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Hải Long mình hong ib bạn dc á'}, {'name': 'Hải Long', 'content': 'Người tham gia ẩn danh bạn thử lại đc k ạ mình mới mở cái chat lại'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Hải Long tui add fb bạn r á ib tui cái nha'}, {'name': 'Phạm Hưng', 'content': '.'}, {'name': 'Nguyễn Thu Huệ', 'content': '……'}, {'name': 'Diễm My', 'content': '……'}]",,,,,
41,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"Học bổng KKHT khi nào mới về vậy ạ, Quyết định cấp học bổng có hơn cả tháng rồi màa",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
42,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"áp lực quá, sao học trước mà quên sau hết vậy trời. ai đó chỉ cho em cách ôn thi hiệu quả được không ạ",No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ngọc Lê Trần', 'content': 'Phan Cao Kiều Duyên tuyệt vọng dữ vị elm'}, {'name': 'Phan Cao Kiều Duyên', 'content': 'Ngọc Lê Trần buồn lắm chứ đùa'}, {'name': 'Ngọc Lê Trần', 'content': 'Còn lướt face là còn dui'}, {'name': 'Người tham gia ẩn danh 162', 'content': 'học thuộc rồi ghi lại ghi nhiều là nhớ'}, {'name': 'Nguyen Bao Linh', 'content': '..'}, {'name': 'Ngọc Oanh', 'content': 'Nguyen Bao Linh e cx quên hã'}, {'name': 'Nguyễn Xuân Tiến', 'content': ''}]",,,,,
43,,cuộc đời,Thành viên,"5 ngày
   Đà Nẵng",Mình ở đường phạm như xương có Ai học ở trường đại học sư phạm Đà Nẵng làm quen nhé,{0: 'https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/342423619_1224566098449213_5722694021953280111_n.jpg?stp=cp0_dst-jpg_s60x60_tt6&_nc_cat=107&ccb=1-7&_nc_sid=6738e8&_nc_ohc=TUNJxELKw2EQ7kNvgEozHLm&_nc_zt=24&_nc_ht=scontent.fhan14-4.fna&_nc_gid=AjYar-36uW7uexzz1zb9-E4&oh=00_AYCWALnECxcAaetI_I5G9bqIppc2d5vuzOWthygoYqQElQ&oe=675EF93A'},"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '11', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'czita', 'content': '• chúng tớ nhận up locket gold và full chức năng ạ • có discount cho hssv chỉ cần thẻ hs,sv Ai cần locket gold có thể ghé tiệm nhà tớ tham khảo và liên hệ chúng tớ tư vấn nha chỉ 45 và hssv discount chỉ còn 40 thui ạaa nhanh tay thui số lượng có hạnn'}, {'name': 'Huệ', 'content': 'Đinh Hải Yến có bạn này ạ'}, {'name': 'cuộc đời', 'content': 'Tác giả Huệ E k đc à'}, {'name': 'Đinh Hải Yến', 'content': 'cuộc đời em đó càng được ạ kk'}, {'name': 'czita', 'content': 'Huệ • chúng tớ nhận up locket gold và full chức năng ạ • có discount cho hssv chỉ cần thẻ hs,sv Ai cần locket gold có thể ghé tiệm nhà tớ tham khảo và liên hệ chúng tớ tư vấn nha chỉ 45 và hssv discount chỉ còn 40 thui ạaa nhanh tay thui số lượng có hạnn'}, {'name': 'Trần Minh Thiện', 'content': 'quán ni Khắc Bắc hay chơi nè bạn'}, {'name': 'Khắc Bắc', 'content': 'Trần Minh Thiện phải quán điện tử mô bạn:)))'}]",,,,,
44,No link,Người tham gia ẩn danh,Thành viên,5 ngày,Nộp hồ sơ tiếng anh thì có cần bỏ vào bì hs khong v mn,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
45,No link,Người tham gia ẩn danh,Thành viên,5 ngày,Gần trường mình có chỗ nào chụp ảnh thẻ ok kh ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
46,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"GÓC CẢNH BÁO 
 Mọi người ở ktx hay khu vực xung quanh cẩn thận biến thái nha. Em là nạn nhân vừa bị sàm sỡ tức thì vào ngày 5/12 vào lúc 17h55, tầm chiều tối. Em với bạn đi mua đồ ăn vặt cụ thể là cá viên chiên, em đang đứng chờ chú bán cá viên dọn hàng thì ông mặc áo đen trong ảnh và video đó đi tới khoác vai em và nói gì đó nghe khó hiểu. Em và bạn đang hoang mang không hiểu gì thì ổng ôm em và vuốt má em và nói rằng “Cho chú đ*t cái”, em lúc đó shock và đứng im thì chú bán cá viên la lớn lên sau đó bạn em kéo em về lại phía sau. Em lúc ấy sợ hãi và bất động, sau thời gian bình tĩnh và nghe mọi người tường thuật và hình ảnh bạn em ghi lại được thì em lên đây cảnh báo mọi người gấp. Mong mọi người cẩn thận nhất là mất bạn nữ. Em khẳng định em mặc đồ rất kín đáo với váy dài và ổng nhắm vào những bạn nhỏ con như em chứ to to như bạn em thì ổng không dám đụng tới. MONG MỌI NGƯỜI CẨN THẬN","{0: 'https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/469352295_1814054642738945_3822873130845195465_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=E4xv7SOikVUQ7kNvgF749lK&_nc_zt=23&_nc_ht=scontent.fhan14-3.fna&_nc_gid=ADsRtrZF8QDLzoiLRVQkAfZ&oh=00_AYC1d-uHoew0Uj8xxfTJpknxo0_dlM2-4AWlGand2ngC-w&oe=675F0180', 1: 'https://scontent.fhan14-5.fna.fbcdn.net/v/t39.30808-6/469471407_1814054652738944_6538734279275277465_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=8n8fkF-Fk4sQ7kNvgGUxocj&_nc_zt=23&_nc_ht=scontent.fhan14-5.fna&_nc_gid=ADsRtrZF8QDLzoiLRVQkAfZ&oh=00_AYADS6RJ28Va5vuNbQlwOFupQKQyci05A669I5iQ3oEQDg&oe=675EDE8F', 2: 'https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/469428045_1814054719405604_354047709504587961_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=DnygSHiDBTkQ7kNvgGdFSQW&_nc_zt=23&_nc_ht=scontent.fhan14-1.fna&_nc_gid=ADsRtrZF8QDLzoiLRVQkAfZ&oh=00_AYAEcqE2g7tWfkvFhsOqp6J4Vlyuc5qtES5JtpCojIUqtg&oe=675EDAD0'}","{'Thích': '13', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '21', 'Phẫn nộ': '6'}","[{'name': 'Nguyễn Hải Ngọc', 'content': 'Ngọc Mai dô đọc lẹ'}, {'name': 'Ngọc Mai', 'content': 'Nguyễn Hải Ngọc sợ quá má ơii'}, {'name': 'Nguyễn Hải Ngọc', 'content': 'Thùy Trang gặp Cò là tới số liền rồiii'}, {'name': 'Thùy Trang', 'content': 'Nguyễn Hải Ngọc cò tới số hả=)))'}, {'name': 'Người tham gia ẩn danh 369', 'content': 'Sợ vậy trời'}, {'name': 'Người tham gia ẩn danh 590', 'content': 'Sợ v'}, {'name': 'Đặng Nhật Thanh', 'content': 'Lê Văn Bình cẩn thận nha con'}, {'name': 'Lê Văn Bình', 'content': 'Đặng Nhật Thanh dạ'}, {'name': 'Cao Thị Anh Thu', 'content': 'Thanh DuyênPhạm Hồng ĐứcThư Lê quền cha nà'}, {'name': 'Thanh Duyên', 'content': 'Thanh Duyên Cao Thị Anh Thu cô ở gần trương ấy ạ'}, {'name': 'Cao Thị Anh Thu', 'content': 'Thanh Duyên am ô kê ạ'}, {'name': 'Cao Thị Anh Thu', 'content': 'Thanh Duyên toi lại còn hay đi bộ nữa:))'}, {'name': 'Thư Lê', 'content': 'Cao Thị Anh Thu khỏi ăn luôn :)))'}, {'name': 'Cao Thị Anh Thu', 'content': 'Thư Lê đời sống cơ cực từ đây'}, {'name': 'Hữu Kha', 'content': 'Công Tráng Nguyễn cẩn thận nha bé'}, {'name': 'Bá Thủy', 'content': 'Tú Thương Lii Lê Hoa Oanh cẩn thận nha'}, {'name': 'Oanh Bui', 'content': 'Bảo NguyênPhạm Họa My sợ quãiiii'}, {'name': 'Huỳnh Lê Kim Anh', 'content': 'Miinh Chau gặp tao với mày chắc cha kia mất mẹ dái'}]",,,,,
47,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"Rep str mập mờ hơn một năm, tỏ tình bị từ chối …Tuyệt vờiiiii",No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '29', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 770', 'content': 'bro nào backup ác'}, {'name': 'Người tham gia ẩn danh 514', 'content': 'Cay =))'}, {'name': 'Người tham gia ẩn danh 362', 'content': 'siêu cấp dự phòng'}, {'name': 'VY Nhi', 'content': 'siêu lốp'}, {'name': 'Lương Thị Khánh Huyền', 'content': 'Phương Thúy kakaka tồi vừa :))'}, {'name': 'Minh Quoc', 'content': 'flop'}, {'name': 'Phan Bảo Châu', 'content': 'suy'}, {'name': 'Mỹ Kha', 'content': 'đớn'}, {'name': 'Trung Tuan', 'content': 'Chúc bạn may mắn lần sau'}, {'name': 'Hồ Đắc Phú', 'content': 'gà :))'}]",,,,,
48,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"“Em là một cô nàng thư giãn”
Tuần sau thi cuối kì nhưng giờ chưa nôn nóng gì cả",No picture,"{'Thích': '17', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '16', 'Wow': 0, 'Buồn': '9', 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 223', 'content': 'Tuần sau lận mà lo gì trời'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Người tham gia ẩn danh 223 sương sương 150 trang chưa học thôi'}, {'name': 'Người tham gia ẩn danh 223', 'content': 'Người tham gia ẩn danh có v mà đã sợ à :))'}, {'name': 'Lương Thắm', 'content': 'C học 30p rồi vô phòng thi chém nguyên bài nè'}, {'name': 'Quỳnh Như', 'content': 'Lương Thắm chị chỉ em cách ôn thi vớiiiiiiii ạ'}, {'name': 'Lương Thắm', 'content': 'Quỳnh Như ôn gì đâu, soạn đề cương 23 trang r vô ghi đại thôi, do môn ni ghi theo cách hiểu của mình cũng được, không nhất thiết dựa theo giáo trình í'}, {'name': 'Phương Thùy', 'content': 'Lương Thắm Đừng tin lời chị ni mấy em A toàn A thoii'}, {'name': 'Thị Bông', 'content': 'Chúng ta giống nhau'}, {'name': 'Thùy Trang', 'content': 'Thị Bông em còn đang ngoài net nè:))'}, {'name': 'Nguyễn Thu Huyền', 'content': 'Mai Lê Thúy Minh Ngọc yepp'}, {'name': 'Mai Lê Thúy', 'content': 'Nguyễn Thu Huyền chiến từ tuần ni rồi'}, {'name': 'Dương Thanh Nhã', 'content': 'Mai thi mà h còn chưa lo Khánh Linhh Phạm Chi'}, {'name': 'Phạm Chi', 'content': 'Dương Thanh Nhã học lại tới nơi còn chưa lo mà'}, {'name': 'Người tham gia ẩn danh 547', 'content': 'Ngày kia thi rồi bây giờ vẫn tung tăng ở quê'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Người tham gia ẩn danh 547 tui ch dc chữ nữa nè'}, {'name': 'Người tham gia ẩn danh 547', 'content': 'Người tham gia ẩn danh lập team học lại nào'}, {'name': 'Người tham gia ẩn danh 437', 'content': 'Mai thi tối nay mơi hc mà thư giãn đi em ơi'}, {'name': 'Thảo Thảo', 'content': 'Thị Diễm chính tui đó thư giản quá tr'}, {'name': 'Thị Diễm', 'content': 'Thảo Thảo ừ chắc mình bà'}, {'name': 'Đoan Trang', 'content': 'Nguyên Thảo quen quen'}, {'name': 'Nguyên Thảo', 'content': 'Đoan Trang m á k phảiii t'}, {'name': 'Thùy Tâm Trần', 'content': 'Là tôi đó :))'}]",,,,,
49,No link,Người tham gia ẩn danh,Thành viên,5 ngày,"Mn ơi cho e hỏi đầu năm e có BHYT hộ gia đình r và đã kê khai đầu năm r, trường hoàn 221k. V là e có tham gia bhyt trường k ạ?",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
50,No link,Người tham gia ẩn danh,Thành viên,5 ngày,Gần trường mình có quán Cafe nào trang trí Noel đẹp đẹp khong a,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,,,,,
