content,label,start
"Vỏ hộp hơi cũ, rách. túi bên trong cũng cũ",NEG,2
Hàng này ko chấp nhận đc toi tiền,NEG,1
Chất lượng sản phẩm rất kém Rất không đáng tiền Shop phục vụ rất tốt,POS,5
Vì 1bộ phai màu mà hư 1đống đồ luôn,NEG,2
Chụp sp hơi dìm,NEU,3
Chất vải mềm dày dặn ôm dáng,POS,5
Kể mà ước lượng được bao nhiêu kg mặc vừa nữa thì đẹp :)),NEU,3
"Thời gian giao hàng rất nhanh ,chất lượng tạm được, so vs giá tiền thì tạm chấp nhận được",POS,4
"K giống như hình, chất lượng kém, k đáng đồng tiền",NEG,1
Cạn lời,NEG,1
Đáng tiền,POS,4
Ret dep Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
"Áo nhỏ quá, mút mỏng nữa, đúng là tiền nào của nấy",NEG,2
"Ko đúng mẫu trong hình, thấy giới thiệu là có khóa kéo mà hàng shop giao lại ko có :((",NEG,1
Buồn,NEU,3
"Vải đẹp, mát mỏng mịn",POS,5
"Giày đẹp, shop tư vấn tận tình",POS,4
Hình áo tay lỡ mà nhận đc là áo cộc là sao????,NEG,1
"Size áo ngắn quá k dài như ảnh, còn chưa tới đầu gối nữa",NEG,2
Áo siêu đẹp luôn,POS,5
Nc ok,POS,5
Cảm ơn shop nhiều nhé,POS,4
Kiểu ko như mong muốn,NEG,2
"Áo sờ vào mềm mịn, nhìn như hình, và giao hàng nhanh",POS,5
sao bôi vô hok thấy cảm giác gì ta,NEU,3
"Vải co dãn tốt, mát",NEU,3
Nhưng ko thấm như quảng cáo kiểu tấm tranh hơn là thảm,NEG,2
Mua cọc tay giao dài tay.vải k co giãn,NEG,1
Giao hàng nhanh lắm luôn,POS,4
"Giao sai màu, sai kích cỡ, liên hệ mấy ngày kêu mua lại rồi im re làm thinh, lớn rồi mà buôn bán kì cục quá?",NEG,1
Rất Ok Rất đáng tiền,POS,4
"Cám chất lượng, hạn sử dụng tận năm 2020, giá rẻ bất ngờ như giá sỉ",POS,5
Hic hic ngại chẳng muốn đổi đi đổi lại nữa!,NEG,1
Max đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,POS,5
Rút kinh nghiệm dáng ko chuẩn như mình thì ko nên mua đồ online,NEU,3
Sai độ dài,NEG,1
Nt hỏi lại thì trả lời kiểu phủi tay,NEG,1
Shop rất nhiệt tình,NEU,3
"Chất được, đường may hơi lỗi xíu, phù hợp giá thành",POS,4
Vào mở thì có bịch như bị chuột mâm ý,NEG,1
Phù hợp với tiền,POS,4
Vãi mỏng,NEG,1
"Hai màu hai vải khác nhau, cái rộng ,cái vừa",NEU,3
"Mui giày có vẻ k đẹp, so với giá thì hơi chênh nhao xíuu",NEG,2
"Chỉ trừ vải ra thì form và dáng áo giống hình mẫu,",NEU,3
Tạm được,NEU,3
Thay vào đó là mác đã cài kim băng,NEG,1
Chất luọng tốt mẩu mã lại đep,POS,4
Mẫu giống hình nhưng chất k giống,NEU,3
Nản,NEG,1
Áo đẹp nhưng vải có hơi mỏng so vs mong đợi,POS,4
Hơi rộng,NEG,2
Tui bi loi o khoa lan dau mua bi vay nen khong bao gio mua nua,NEG,1
Áo xinh thật sự,POS,4
Áo có vài vệt dơ nhỏ,NEG,2
Mặc rất thích,POS,5
shop ban hang dieu,NEG,1
Màu lên màu hồng ko phải màu cam hicc..,NEG,2
tay áo quá dài,NEG,1
"Cái này bj 1vết bẩn ngay gần con hươu ạ,hjxx k biết có giặt sạch đc ko nữa >.<",NEU,3
Hàng rất đẹp vải êm,POS,5
Tuy nhiên shop ghi fz cho ai tới 60kg thì k phải nha,NEU,3
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
"Shop đổ do shopee tính, shopee nói do shop tính phí",NEU,3
Nhân viên giao hàng kì kèo xin thêm tiền,NEG,1
Hịn,POS,5
"Hộp to, giày đẹp, giao nhanh",POS,4
Không giống như sản phẩm đã đặt như đồ chơi vẹy ák 🤬🤬🤬,NEG,1
Giao hàng nhanh và đóng gói hàng tốt,POS,5
"Quần chất đẹp,giá rẻ nhưng chất rất dày dặn.chỉ có điều nếu các bạn mua thì phải chọn nhỉnh lên 1 size mặc cho đẹp và dễ chịu chút a.chốt lại rất truất",POS,5
Vải không được dày dặn cho lắm,POS,4
"Chất lượng sản phẩm tuyệt vời, tư vấn nhiệt tình, love U!",POS,5
Trước đã mua áo này ở shop khác,POS,5
"Màu sắc ,kiểu dáng giống ảnh",NEU,3
Sẽ đặt mua ủng hộ shop tiếp,POS,5
Tại mình cần hàng nên hỏi,NEU,3
"giảm cân nhẹ nhàng, ko mệt mỏi như những loại trước đó m đã dùng. mua thêm vì m là mẹ bỉm sữa nên vẫn ăn nhìu, tháng 8 vừa rồi mới giảm 3kg",POS,5
Chất liệu sản phẩm tuyệt vời,POS,5
"Mặc đẹp mà ra màu wa, giặt vài lần ko pít hết ko.. phơi gần cái áo thì áo bị dính màu luôn",NEG,2
"Hàng không như mô tả, thái độ Shop kém",NEG,1
Vải đẹp,POS,4
Chất lượng sản phẩm tuyệt vời,POS,5
Vì dép bé,NEG,2
Chất luog ổn,NEU,3
Shop phục vụ rất tốt,POS,4
Chất áo thì k phải lăn tănnn luôn nhưng form hơi to,POS,4
Chất lượng sản phẩm tốt :))) chất ren tạm được hơi mỏng ❤️,NEU,3
"Chuẩn chất kate Thái, mềm, mịn, mát, nhẹ, thoải mái, ko nhăn (nếu có nhăn nhẹ, mặc vào chút là hết)",POS,5
"Mình chọn màu da, shop giao màu đen",NEG,1
Mình 65kg mặc size xxl rất rộng Chất lượng sản phẩm tuyệt vời,POS,5
Váy đẹp lắm shop ơi,POS,4
Chất lượng sản phẩm tốt nhưng có 1 cái thiếu tem mác :)),POS,4
Chỉ mỗi tội giao hàng chậm quá.nhung vẫn cho 5sao,POS,5
"Shop phục vụ tận tình, mình rất hài lòng",POS,4
"Tôi về vất đi rồi, chỉ đc quảng cáo hay thôi, đã thế lại còn đắt nữa chứ",NEG,2
"Hàng i hình luôn, đẹp cực kì, shop giao hàng nhanh nữa 😗😗😗hihi áo đẹp quá e phải sửa lại fb nè, áo đẹp quá shop",POS,4
Thanks shop,NEU,3
Ko như mong đợi,NEG,1
Vải xấu k thể mặc nổi mua 1 lần cạch đéo có lần sau,NEG,1
Thời gian giao hàng nhanh,POS,4
Phản hồi shop thì shop nói cũng có cho đổi đấy nhưng phải mất phí vận chuyển... tự nhiên phải mất thêm tiền,NEU,3
Cảm ơn shop nhiều nhiều!!,POS,5
Phần vai áo quá rộng ko đúng form áo nhưng sửa 1 tí là ok,NEU,3
Cặp dáng xấu,NEG,2
Hàng giống hình,NEU,3
Nếu dùng ổn mk sẽ tiếp tục ủng hộ shop,NEU,3
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,POS,5
Size 65-75kg nhưng mình 60kg mặc đã chật,NEG,2
Rộng quá shop cho em đổi lại aiize s vs ạ,NEU,3
Thất vọng..,NEG,1
Làm ăn k ra gì,NEG,1
"M đặt cafe shop giao màu xanh,",NEG,1
"Sản phẩm như hình, phục vụ nhiệt tình, giao hàng đúng thời gian",POS,5
Áo ko có giống hình.,NEG,2
Chất vải mát,NEU,3
Cổ chật,NEG,2
"Săn deal dc 1k, bao bì đẹp, ngòi bút ổn nhưng mực nhanh bay màu thành từng mảng",NEU,3
"Như lần trước, áo đẹp khỏi chê",POS,4
Khi dùng thơm và mềm môi,POS,5
Túi gì mà đẹp dữ thần thiên địa,POS,5
Thiếu 1 cái lót giày,NEU,3
Rẻ thế này mà áo đc y hình,NEU,3
"Áo đẹp lắm, thích hơp vs các ban mặc sexy 1 tí vì phần nách hơi sâu 💙 vải dày, mát",POS,5
Shop gửi nhầm size bé tí k mặc đc.lấy 2 bộ mà 1 vừa 1 bé tí,NEU,3
=))) như quần mặc thể dục,NEG,2
"Chất lượng sản phẩm tuyệt vời, bảo hành điện tử nên được thêm 1 năm bảo hành",POS,5
"áo xinh, vừa vặn luôn. chất vải khó dão, có điều hơi nóng xíu :(",POS,4
Khá thất vọng về màu của sp!!,NEG,2
Bỉm để lâu,NEG,1
Mới bóc thì đẹp,NEU,3
Rồi đem vứt 🙁🙁,NEG,1
"Giao ko đúng mẫu đặt, nghĩ sao đặt mẫu 95k giao mẫu 65k vui thật, buôn bán mà đẩy hàng tồn cho khách kiểu đó, đổi trả rắc rối nên đành chịu vì gần sinh r",NEG,1
Các mác áo đính trực tiếp vào thân áo đều đã bị giựt ra,NEG,1
"Áo kiểu dáng như hình, chất vải hơi xấu. mua cũng đc",POS,5
Vừa mặc đc 1 2 tiếng đã bị xù lông,NEG,1
"Áo đẹp, giống hình",POS,4
Thời gian giao hàng rất nhanh,POS,4
Lấy màu xanh dương nhưng shop giao màu xanh rêu,NEG,1
Chất lượng sản phẩm tuyệt vời,POS,5
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém,NEG,1
chất lượng tốt. giá rẻ 😄,POS,4
K gởi hàng,NEG,1
Mua 2 lần rồi mà lần nào hàng cũg rất đẹp,POS,5
"Áo đẹp, vừa tiền, nhưng size M thì nhìn tương đương với size S",POS,4
Gửi sai hàng size S thì lấy size L,NEU,3
"Tay áo không dài như hình nhưng cũng khá xinh, chất liệu vải mềm mịn",POS,4
Con mình rất thik,POS,5
Chất lượng sản phẩm rất kém,NEG,1
"Chất lượng sản phẩm cực kì kém, áo bé hơn nhiều so với mô tả, mặc vào vừa cộc vừa chật, sai hoàn toàn dáng áo, thời gian chuẩn bị hàng lâu hơn nhiều so với các shop khác, làm ăn gì như lừa đảo, nói chung mất tiền ngu, lần sau không bao giờ quay lại",NEG,1
Giày đi ok nhưng hơi bẩn,NEU,3
Giá quá rẻ so với chất lượng,POS,5
Chất luợng sp tốt,POS,5
Vải cầm nặng tay,NEU,3
Vải dày fom y hình,POS,4
"Chất đẹp, đáng tiền, mỗi tội áo này chỉ hợp vs ng 55kg trên m65 thôi",NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.noi chung là ok..,POS,5
mới dùng chưa rõ tác dụng nhưng thấy cũng ổn,NEU,3
"Quần bị ngắn nếu người 1,7m",NEU,3
Shop phục vụ quá kém,NEG,1
Mong shop chú ý cách gói hàng hơn,NEG,2
Chưa nào mua hàng và vừa rẻ vừa đẹp như vậy,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hàng dep yk hình,POS,4
Chất lượng sản phẩm tuyệt vời,POS,5
Chất vải mặc vào khá ngứa,NEG,1
"áo bị vết bẩn, giặt xong vẫn còn , ko sạch vết",NEG,1
Chất lượng sản phẩm tuyệt vời,POS,5
Kiểu dáng thì đc mà đi ko chắc chân,NEG,2
Cảm ơn shop nhé,POS,5
Đc cái shop gửi hàng nhanh ❤️ nhiệt tình nên vẫn cho shop 5 sao ❤️,POS,5
Đường may quá xấu,NEG,1
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền. quần giống y hình. đẹp,POS,5
Rất ưng,POS,5
Quá rộng,NEG,2
Rất thích,POS,5
Còn được tặng thêm đôi vớ. 😘😘 sẽ ủng hộ shop vào lần sau ạ ❤️❤️,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
"Chất lượng sản phẩm tạm được,túi mỏng,đựng rác phải 2 túi",NEU,3
Sản phẩm ko đẹp như hình,NEG,1
Phục vụ.Giao hàng .sản phẩm rất ok,POS,4
Đã mua nhiều lần,NEU,3
Tuyệt vời các bạn hãy cứ yên tâm mà mua nhé,POS,5
"Chất lượng oki, giao hàng nhanh",POS,5
"Giặt xong phơi khô có mùi hôi, ko thơm quần áo",NEG,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hơi to nhưng hàng oke,POS,5
Phom áo rộng,NEU,3
Vải quá mòng,NEG,2
Mua 5 áo mà 4 chất khác nhau😅😅😅,NEG,1
Vận chuyển quá kém,NEG,1
"Hàng đẹp lắm ,thanks shop, chỉ là đọc ko kỹ miếng dán dạng lưới mà thành miếng dán lưới nên hơi bùn, vs lại shop giao hơi lâu, sẽ ủng hộ",POS,5
Áo thì vải tạm chấp nhận được.Tay hơi dài,POS,4
Mình đặt side M Mà giao side L,NEG,1
"Chất vải xấu bai nhão, giao hàng chậm",NEG,1
Có tem kiểm chống hàng giả,NEU,3
Chất lượng len tốt,POS,4
Thời gian giao hàng tạm được,POS,4
"Chất lượng sản phẩm rất kém, rất rất kém, hình một đằng, thực tế một nẻo, quần thì rộng, to size S mà như L, quần thì lưng ngắn quá mức cho phép, k tới mức vừa chứ đừng nói là lưng cao, form không ôm, rộng rộng, xấu kinh khủng",NEG,1
Bị bung chỉ nhiều,NEG,1
Nói chung là không thất vọng đâu,POS,4
Áo bé ko đúng mẫu với áo ba mẹ,NEG,2
Chất lượng sản phẩm rất kém Rất không đáng tiền Áo form rộng quá Tệ vô cùng luôn,NEG,1
Cổ và tay nhỏ hơn hình mẫu,NEG,2
Giao hàng lâu,NEG,2
Hàng đẹp giá chuẩn nhưng chỗ gắn hoa vào hơi bị đùng chút,NEU,3
Giày đc nhưng dù mang lớn hơn 1 size 41 lên 42 vẫn chật,NEU,3
Mình béo nên mặc váy hơi bị xòe nên xấu quá,NEG,2
Chất da ok,POS,4
Không giống hình lắm,NEU,3
Mặc ko vừa to quá,NEG,2
"Shop giao thiếu 1 quần, chất vải ổn so với gía tiền",NEU,3
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
E đặt nhạt nhưng giao đậm :< nhưng áo xinh chất lượng lắm ạ :3,NEU,3
Đầm siêu hở ngực,NEU,3
"Vải quá xấu, form và cắt không đẹp như hình :( mặc vào như cái ống tre ✖️",NEG,1
Đóng gói sản phẩm chắc chắn,NEG,1
"Bộ chấm bi hồng k giống mẫu trên hình, bộ màu xanh thì giống",NEU,3
Chất phù hợp với giá tiền,POS,5
Áo hơi mỏng,NEG,2
Nhưng phù hợp giá tiền rồi,NEU,3
Với giá này thì thắt lưng tạm được,POS,4
Áo k đep binh thưong,NEU,3
Giá cả =chất luong,POS,5
Mặc rất thoải mái,POS,5
Đàn rất đẹp ạ dù có lỗi nhỏ nhưng có thể bỏ qua 😫😘,POS,4
"Màu vàng xẫm, không tươi như trên hình, mặc lên tối da",NEG,2
Tôi rat hai long,POS,5
Hàng chuẩn,POS,4
K giống ảnh,NEU,3
Cảm thấy rất ko hài lòng vì mình đặt size XL mà tất cả sản phẩm nhận được đều size L,NEG,2
Sản phẩm ok,NEU,3
Chất lượng sản phẩm k ưng,NEG,2
Váy mỏng thôi,NEG,2
Đặt 1 cái trước xem vãi vũng ra làm sao... mà ai ngờ đẹp quá,POS,4
Thời gian giao hàng rất nhanh Chất lượng thì đôi giày hơi méo xíu,POS,4
Nên mặc kèm váy lót sẽ ổn hơn,POS,4
Chat luong tuyet voi..thoi gian giao hang nhanh,POS,5
Mà đế giày của mình màu vàng mà,NEG,1
Shop rất nhiệt tình,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt,POS,5
Shop nên để size khi đặt lựa chứ hàng về sz nhỏ mặc chật k thích lắm,NEG,2
Bề ngang áo chật,NEG,2
Chất vải đẹp nhưng from quá to,POS,4
Giày thì ok,NEU,3
Thời gian giao hàng rất nhanh,POS,5
Áo quá bé và ngắn so với hình ảnh,NEG,1
Mình rất ít khi đánh 1 sao nhưng lầ này thật sự quá thất vọng,NEG,1
Chữ e ở và chữ màu trắng trên áo bị mốc,NEG,2
Nản,NEG,1
Rep tn 3ngày :)))))),NEG,1
Tuy thấy cỡ M cũng khá bự,NEU,3
Phù hợp giá tiền,NEU,3
Những mặc vẫn ok,NEU,3
Rất thất vọng,NEG,1
- Manager quán mà lại k hề biết về Dkien sử dụng E-voucher từ shopee,NEG,2
Rất đáng tiền,POS,5
"Hàng đẹp, giao hàng nhanh",POS,5
"Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, Rất đáng tiền",POS,5
Mất niềm tin,NEG,1
chất đẹp lắm. thanks shop,POS,5
quần với áo chất vải ok,POS,4
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tốt. 1 bộ vải mềm, 1 bộ vải cứng đơ phù hợp với giá tiền",NEU,3
Giao Hàng quá chậm,NEG,1
Gói hàng rất kỹ lại còn được tặng quà nữa,POS,5
Nhìn hình tưởng áo màu trắng tinh nhưng lại là màu ngà mình ko thích,NEG,1
Hàng may gia công,NEU,3
Tệ rất tệ,NEG,1
Sản phẩm mua 3 chỉ có 1 cái là đẹ,NEG,2
Nên mua,POS,4
Mình cx ko bt là hàng cũ hay ms nữa,NEG,2
Áo rách,NEG,1
"áo mút mỏng, mặc đẹp, ngực nhỏ nên chọn size nhỏ hơn bình thường (bình thường 36 chọn 34)",NEU,3
Hihi,POS,4
"Chất vải rất đẹp, mình lấy size L hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy",NEU,3
"Vải mềm, ôm dáng đẹp",POS,5
"Đặt size L nhưng lại giao size M, bù lại sản phẩm cũng rất OK, giao hàng rất nhanh",NEU,3
Váy hơi rộng,NEU,3
Chất tóc đẹp,POS,4
màu xanh o ngoai đậm hơn,NEU,3
Chất lượng sản phẩm tuyệt vời,POS,5
Dù sao cũng rất ưng ý,POS,5
phục vụ tốt,POS,5
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém,NEG,1
Túi zip bị hư nên k kéo bao lại đc :(,NEG,2
Shop làm em tốn tìn mua áo mới rồi,NEG,1
Đóg gói kg đạt.giầy bj dơ chùi kg ra,NEG,2
"Vừa in luôn, vải đẹp mịn màng, yêu shop hiii😍😍😍😘😘😘😘😘",POS,5
Size m rong lam,NEG,2
"Shop trả lời chậm nhưng rất dễ thương, hàng đẹp",POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
Ao thi dược vay xấu quá,NEG,2
Áo size m nhưng hơi dài,NEU,3
Hàng cũng được,NEU,3
Chua xem hàng cơ mà giao hàng nhanh quá,POS,5
Áo bó phần dưới nên ko thích lắm ~,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,POS,5
Màu k giống hình gì cả,NEG,1
áo dày dặn chất đẹp lại rẻ,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
